issn_fisico,issn_virtual,issn_normalizado,texto_espanol,texto_ingles,tokens_espanol,tokens_ingles,apc_monto_original,apc_moneda_original,apc_monto_usd,tasa_usd_utilizada,apc_monto_ppp_usd,apc_tipo,apc_real_disponible
2145-6151,2145-2946,2145-2946,derecho ciencias sociales c digital administrativo,law q3 political science relations q4 social sciences administrative contract general comparative uniform jurisprudence public,6,15,1096.16,EUR,1183.85,1.08,3115.39,observado,True
1657-9550,2705-3822,1657-9550,ciencias salud medicas a2,medicine miscellaneous q4 biosalud biological biotechnology cell molecular biology medical sciences science general,4,13,30000.0,NGN,19.5,0.00065,51.32,declarado,True
0123-580X,2527-0915,0123-580X,negocios management economia ciencias sociales c,education special aspects theory practice science chemistry,6,7,,,,,,,False
2256-3342,1982-5838,2256-3342,ciencias veterinarias agricolas c,agriculture animal sciences,4,3,263.1,EUR,284.15,1.08,747.76,observado,True
2011-9771,,2011-9771,teologia otras humanidades c,,4,0,,,,,,,False
1657-0448,1657-0448,1657-0448,otros temas medicina clinica ciencias medicas salud c,dermatology q4 surgery medicine,8,4,1339.36,EUR,1446.51,1.08,3806.61,observado,True
1657-6535,1657-6535,1657-6535,derecho ciencias sociales c,law legal history,4,3,,,,,,,False
2256-1676,2539-519X,2256-1676,otras ciencias sociales c,technology innovation engineering science general social sciences,4,7,405.79,EUR,438.25,1.08,1153.29,observado,True
0124-7255,2357-5891,0124-7255,derecho ciencias sociales c dixi,national law openaccess legal public policy general comparative uniform jurisprudence philosophy theory,5,12,,,,,,,False
1692-2484,0123-5095,1692-2484,otras humanidades b,philosophy q3 arts humanities,3,4,,,,,,,False
2256-151X,2389-9719,2256-151X,educacion general incluye capacitacion pedagogia ciencias sociales c espiral estudios sobre estado sociedad sociology,social sciences sociology general,14,4,,,,,,,False
1692-8571,2447-3855,1692-8571,derecho ciencias sociales b,rights human social justice law,4,5,,,,,,,False
0123-1154,1991-2773,0123-1154,otras ciencias sociales b,,4,0,1828.24,EUR,1974.5,1.08,5196.05,observado,True
1692-3960,,1692-3960,derecho ciencias sociales b,business insolvency commercial contracting law intellectual property electronic commerce competition general comparative uniform jurisprudence,4,14,,,,,,,False
0123-5931,2256-5450,0123-5931,idiomas literatura humanidades a2 teoria historia critica literary theory comparative literature cultural criticism language general,literature literary theory q2 arts humanities,15,6,1116.0,EUR,1205.28,1.08,3171.79,observado,True
2027-1840,1657-0448,2027-1840,ciencias veterinarias agricolas c,dermatology q4 surgery medicine colombiana ciencia animal nutrition physiology livestock farming breeding welfare products agriculture culture,4,16,2244.95,EUR,2424.55,1.08,6380.39,observado,True
1692-0899,,1692-0899,ingenierias electrica electronica informatica ingenieria tecnologia c,,7,0,,,,,,,False
2011-5318,2462-8654,2011-5318,educacion general incluye capacitacion pedagogia ciencias sociales c education teacher training didactics teaching special aspects theory practice,agronomy crop science q4 economics econometrics geography planning development agricultural biological sciences finance social educacion desarrollo,17,16,2676.26,EUR,2890.36,1.08,7606.21,observado,True
1900-9771,2409-5370,1900-9771,economia negocios ciencias sociales c,gestion region regional science economics economic geography urban planning general social sciences,5,12,104.17,EUR,112.5,1.08,296.05,observado,True
2215-7190,2145-4493,2215-7190,ciencias politicas sociales c,law q4 social sciences,4,4,2258.19,EUR,2438.85,1.08,6418.03,observado,True
1909-7778,2145-4493,1909-7778,derecho ciencias sociales b publico,law q4 social sciences public jurisprudence legal investigations general comparative uniform,5,11,,,,,,,False
1900-771X,2422-4324,1900-771X,otras ingenierias tecnologias ingenieria tecnologia c investigacion desarrollo engineering,agronomy crop science q4 economics econometrics geography planning development agricultural biological sciences finance social technology engineering general civil,9,18,,,,,,,False
1900-4257,2448-2390,1900-4257,ciencias politicas sociales c,,4,0,,,,,,,False
2145-5074,2145-5082,2145-5074,otras humanidades c,,3,0,,,,,,,False
0120-6222,,0120-6222,ciencias biologicas naturales c,colombia amazonica floristics amazon botany agronomy forest science zoology general,4,10,,,,,,,False
1657-6799,2539-522X,1657-6799,derecho ciencias sociales c,internationalization law constitutional constitution colombia,4,5,,,,,,,False
0122-1213,2389-993X,0122-1213,otras ciencias sociales b prospectiva,social science intervention thought sciences pathology public welfare criminology general,5,10,2838.0,EUR,3065.04,1.08,8065.89,observado,True
1657-7558,2346-2132,1657-7558,ciencias politicas sociales b,political science relations,4,3,,,,,,,False
0120-5498,2389-8356,0120-5498,ciencias salud medicas b medicina medicine general,education q4 medical laboratory technology medicine miscellaneous health professions social sciences therapeutics care history,7,14,1448.6,EUR,1564.49,1.08,4117.08,observado,True
0124-3691,,0124-3691,otros temas medicina clinica ciencias medicas salud c,,8,0,,,,,,,False
0123-8264,2500-705X,0123-8264,educacion general incluye capacitacion pedagogia ciencias sociales c horizontes pedagogicos education teaching interculturality diversity inclusion investigation action theory practice,,19,0,,,,,,,False
0120-3630,2357-3740,0120-3630,geologia ciencias tierra medioambientales naturales a2,earth planetary sciences miscellaneous q4 geophysics regional geology geomorphology mineralogy petrography science,6,12,2000.0,EUR,2160.0,1.08,5684.21,observado,True
1657-3978,2665-5489,1657-3978,derecho ciencias sociales c,law political sciences relations human rights public management peace,4,9,,,,,,,False
2011-3757,2145-0706,2011-3757,artes plasticas visuales arte humanidades c calle14 calle 14 investigacion campo art theory theatre music history fine arts general,,19,0,,,,,,,False
0123-4072,1981-4070,0123-4072,negocios management economia ciencias sociales c,language literature philology linguistics communication mass media social sciences general,6,10,,,,,,,False
2215-8812,1575-5886,2215-8812,otras ciencias sociales c,librarianship digital libraries archives library technologies information technology science bibliography resources language literature philology linguistics communication mass media,4,18,,,,,,,False
2145-9282,2422-2399,2145-9282,otras ingenierias tecnologias ingenieria tecnologia c,technology engineering general civil,6,4,,,,,,,False
0120-131X,0123-5095,0120-131X,teologia otras humanidades b cuestiones teologicas filosoficas theology bible pastoral spirituality philosophy psychology religion practical doctrinal,philosophy q3 arts humanities,16,4,1300.0,EUR,1404.0,1.08,3694.74,observado,True
1692-8156,2011-1703,1692-8156,derecho ciencias sociales a2 universidad catolica santisima concepcion,law q3 political science relations q4 social sciences legal jurisprudence history public private,8,13,2647.58,EUR,2859.39,1.08,7524.71,observado,True
0123-4471,2462-9782,0123-4471,antropologia sociologia ciencias sociales b departamento facultad juridicas,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine anthropology sociology ethnography ethnology social sciences,8,21,2681.0,EUR,2895.48,1.08,7619.68,observado,True
1794-7030,,1794-7030,ciencias educacion sociales c,,4,0,,,,,,,False
1909-2407,2215-4744,1909-2407,ciencias salud medicas c historia sanidad line history historiography costa rican central american latin general europe america spanish philosophy psychology religion doctrinal theology specific doctrines movements heresies schisms,,28,0,1116.0,EUR,1205.28,1.08,3171.79,observado,True
0121-2923,2811-6364,0121-2923,agricultura silvicultura pesca ciencias agricolas c,palmas i lam information science library knowledge management technology systems bibliography resources,6,12,,,,,,,False
2248-7441,2674-113X,2248-7441,computacion ciencias informacion naturales c antioquena computacionales ingenieria software raccis,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine software requirements security metrics continuous engineering devops sector systems science mathematics instruments machines electronic computers computer,10,31,1100.87,EUR,1188.94,1.08,3128.79,observado,True
1794-161X,2389-7864,1794-161X,ciencias tierra medioambientales naturales c,biology environmental sciences agriculture geography anthropology recreation science general,5,9,2784.55,EUR,3007.31,1.08,7913.97,observado,True
0124-0102,2390-0202,0124-0102,derecho ciencias sociales b advocatus,law social science general comparative uniform jurisprudence sciences,5,8,,,,,,,False
2145-0935,,2145-0935,otras ingenierias tecnologias ingenieria tecnologia c,,6,0,,,,,,,False
0120-4874,2357-6308,0120-4874,ciencias salud medicas b,education q4 medical laboratory technology medicine miscellaneous health professions social sciences medicina upb experimental clinical surgery oncology public general,4,19,1448.6,EUR,1564.49,1.08,4117.08,observado,True
1909-7794,2145-4493,1909-7794,derecho ciencias sociales b privado universidad catolica santisima concepcion,law q4 social sciences legal jurisprudence history public private,9,9,,,,,,,False
0123-8574,,0123-8574,otras ingenierias tecnologias ingenieria tecnologia c,,6,0,,,,,,,False
2027-3355,2227-1465,2027-3355,estadisticas probabilidades investigacion metodologias matematica ciencias naturales b comunicaciones estadistica language literature philology linguistics communication mass media general journalism periodical press etc,communication journalism humanities,22,3,,,,,,,False
0121-067X,2175-294X,0121-067X,educacion general incluye capacitacion pedagogia ciencias sociales c,,8,0,,,,,,,False
1692-9403,2539-4657,1692-9403,derecho ciencias sociales c,law justice academic social legal reflection interdisciplinary transformation sciences,4,9,,,,,,,False
0120-1867,0120-1867,0120-1867,derecho ciencias sociales b estudios,law q3 political science relations q4 social sciences general comparative uniform jurisprudence,5,12,,,,,,,False
1692-6250,2500-607X,1692-6250,otras humanidades c grafia cuaderno trabajo profesores facultad ciencias humanas universidad autonoma colombia,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine social sciences humanities philosophy psychology religion general,13,22,,,,,,,False
1657-723X,2336-3037,1657-723X,medicina clinica ciencias medicas salud c,audiologia hoy logi scientific transport logistics warehousing handling vehicle sustainability technology engineering general civil transportation,6,15,150.0,EUR,162.0,1.08,426.32,declarado,True
1692-6226,2318-0188,1692-6226,otras ciencias sociales c,agriculture general social sciences industries land use labor,4,8,,,,,,,False
0121-5426,2389-7708,0121-5426,medicina clinica ciencias medicas salud b,nephrology q4 medicine,6,3,,,,,,,False
2011-0472,2422-2186,2011-0472,filosofia otras humanidades c,,4,0,,,,,,,False
1900-6608,2539-4088,1900-6608,ciencias quimicas naturales c,software computing engineering data science artificial intelligence technology general civil,4,10,,,,,,,False
1657-3986,2256-5477,1657-3986,psicologia ciencias sociales c desde jardin freud psychoanalysis subjectivity culture literature art language medicine internal neurosciences biological psychiatry neuropsychiatry neurology diseases nervous system therapeutics psychotherapy,,25,0,,,,,,,False
0120-7180,2215-7727,0120-7180,negocios management economia ciencias sociales c,agronomy crop science q4 economics econometrics geography planning development agricultural biological sciences finance social associativity economy innovation cooperativism political general history conditions problems reform,6,24,,,,,,,False
0122-4328,2619-6069,0122-4328,educacion general incluye capacitacion pedagogia ciencias sociales b,,8,0,,,,,,,False
2011-642X,2389-864X,2011-642X,ingenierias electrica electronica informatica ingenieria tecnologia c,technology engineering general civil,7,4,,,,,,,False
0122-9729,1390-8618,0122-9729,sociologia ciencias sociales c retos administracion economia,economy society entrepreneurship innovation creativity marketing public administration social sciences commerce business economic theory demography economics as science,7,18,238.0,EUR,257.04,1.08,676.42,observado,True
2248-762X,2248-762X,2248-762X,ingenieria civil tecnologia c,technology engineering general civil,4,4,,,,,,,False
2322-9721,2011-6721,2322-9721,estudios generales lenguaje idiomas literatura humanidades c,,7,0,1879.46,EUR,2029.82,1.08,5341.63,observado,True
0120-8748,2422-4022,0120-8748,otros temas medicina clinica ciencias medicas salud a2,neurology clinical q4 medicine,8,4,4123.71,EUR,4453.61,1.08,11720.03,observado,True
0120-0143,1657-0448,0120-0143,agronomia agricultura silvicultura pesca ciencias agricolas b,dermatology q4 surgery medicine fitopatologia colombiana pathologia pathology dentistry treatment technology pediatrics morphology,7,13,,,,,,,False
0562-5351,2590-9932,0562-5351,agronomia agricultura silvicultura pesca ciencias agricolas c,suelos ecuatoriales wood technology products management agriculture forestry,7,8,,,,,,,False
1692-5106,2336-3037,1692-5106,ciencias tierra medioambientales naturales c,ustasalud odontologia logi scientific transport logistics warehousing handling vehicle sustainability technology engineering general civil transportation,5,15,150.0,EUR,162.0,1.08,426.32,declarado,True
1692-8989,2317-627X,1692-8989,economia negocios ciencias sociales b region,regional economics agribusiness social sciences industries land use labor economic growth development planning theory demography as science,6,17,204.92,EUR,221.31,1.08,582.39,observado,True
2145-3381,1983-9286,2145-3381,derecho ciencias sociales c,law bioethics democracy direito empresarual constituicao general comparative uniform jurisprudence,4,10,,,,,,,False
0041-9095,2011-0839,0041-9095,ciencias salud medicas b universitas medica medicine,medicine health,7,2,300.0,EUR,324.0,1.08,852.63,observado,True
1909-7786,0120-1867,1909-7786,derecho ciencias sociales b comunicaciones nuevas tecnologias universidad catolica santisima concepcion,law q3 political science relations q4 social sciences legal jurisprudence history public private,11,13,,,,,,,False
0122-8420,2539-0899,0122-8420,agricultura silvicultura pesca ciencias agricolas b ciencia agriculture general,history q4 political science relations arts humanities social sciences veterinary medicine animal husbandry agricultural,9,14,,,,,,,False
0121-2095,2389-7708,0121-2095,radiologia medicina nuclear imagenes clinica ciencias medicas salud c,nephrology q4 medicine colombiana radiologia logi scientific transport logistics warehousing handling vehicle sustainability technology engineering general civil transportation,9,18,2533.25,EUR,2735.91,1.08,7199.76,observado,True
